ASV_name	08_2016_F4_1	08_2016_F4_2	09_2016_F4_1	09_2016_F4_2	10_2016_F4	11_2016_F4	12_2016_F4	01_2017_F4	02_2017_F4_1	02_2017_F4_2	03_2017_F4_2	03_2017_F4_3	03_2017_F4_4	04_2017_F4_1	04_2017_F4_2	05_2017_F4_1	05_2017_F4_2	06_2017_F4_1	06_2017_F4_2	07_2017_F4_1	07_2017_F4_2	07_2017_F4_3	07_2017_F4_4	08_2017_F4_1	08_2017_F4_2	09_2017_F4_1	09_2017_F4_2	10_2017_F4	11_2017_F4	12_2017_F4	01_2018_F4	02_2018_F4_1	02_2018_F4_2	03_2018_F4_1	03_2018_F4_3	04_2018_F4_1	04_2018_F4_2	04_2018_F4_3	04_2018_F4_4	05_2018_F4_1	05_2018_F4_2	06_2018_F4_1	06_2018_F4_2	06_2018_F4_3	07_2018_F4_1	07_2018_F4_2	08_2018_F4_1	08_2018_F4_2	09_2018_F4_1	09_2018_F4_2	10_2018_F4_1	10_2018_F4_2	11_2018_F4_1	11_2018_F4_2	12_2018_F4_1	12_2018_F4_2	01_2019_F4_1	01_2019_F4_2	02_2019_F4	03_2019_F4_1	03_2019_F4_2	04_2019_F4_1	04_2019_F4_2	05_2019_F4_1	05_2019_F4_2	06_2019_F4_1	06_2019_F4_2	07_2019_F4_1	07_2019_F4_2	07_2019_F4_3	07_2019_F4_4	08_2019_F4_1	08_2019_F4_2	09_2019_F4_1	10_2019_F4_1	10_2019_F4_2	11_2019_F4_1	11_2019_F4_2	12_2019_F4_1	12_2019_F4_2	01_2020_F4_1	01_2020_F4_2	02_2020_F4_1	02_2020_F4_2	03_2020_F4_1	03_2020_F4_2	04_2020_F4_1	04_2020_F4_2	05_2020_F4_1	05_2020_F4_2	06_2020_F4_1	06_2020_F4_2	07_2020_F4_1	07_2020_F4_2	08_2020_F4	09_2020_F4_1	09_2020_F4_2
euk_asv52	1853	564	839	1119	798	241	24	1	7	3	1	9	7	3	21	5	78	3	1489	614	77	1633	129	618	7543	2257	2640	6	33	1	6	15	0	603	0	4	2	1	1	10	167	468	514	533	67	143	1070	734	52	1013	881	2	3	2	2	3	0	0	3	147	1	1	1	38	2	238	1272	13	2657	2488	266	108	78	283	948	2204	476	3	234	593	1	170	612	1	2	1	0	22	1	0	312	385	3423	56	391	317	471
euk_asv53	0	4	8	0	9	519	191	77	178	391	78	1272	305	133	1	6	23	1	0	1	1	2	6	0	88	39	474	544	403	501	789	2091	1	433	1290	904	1096	1183	341	364	315	28	3	21	30	10	22	131	113	220	65	2457	981	2	1695	1962	1	1	1837	545	3	1497	1688	442	255	59	149	66	971	961	62	4	0	9	339	609	2317	784	1696	652	275	1852	1289	3066	1420	1109	125	111	281	161	9	19	1	1	0	0	6
euk_asv54	1276	22	314	644	243	694	298	89	0	0	3	1	11	0	2	292	672	806	1200	536	185	375	599	228	2351	2246	3252	336	115	2	50	10	1	40	3	59	6	2	14	540	856	262	475	658	107	114	2277	349	176	919	3565	0	1188	3	754	2	23	45	22	2	7	4	3	677	1375	1570	2400	2	1644	1362	1378	732	361	399	3955	3718	2745	20	792	55	1	0	1	0	1	0	0	119	386	900	1905	344	2329	280	491	559	492
euk_asv55	254	303	145	96	114	400	457	1	2	1	92	944	110	45	501	107	139	61	0	89	67	298	201	12	131	120	1106	24	22	5	75	0	0	0	5	2	48	246	16	12	0	6	108	1790	42	68	386	32	591	376	608	236	1	2	85	0	6	2	2	12	6	2	2098	927	249	528	78	84	108	764	116	1372	81	81	29	310	1838	674	842	2187	153	294	303	357	252	87	162	269	0	189	241	39	71	155	74	5	31
euk_asv57	1	6	1	3	52	267	1582	3838	619	1057	676	4973	1201	282	121	6	0	2998	1766	124	27	44	62	0	184	2	479	285	268	374	539	3492	1	203	230	371	778	540	6	0	12	0	60	3	2	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	1	255	0	0	711	2651	473	1189	2375	30	0	0	0	0	1	0	0	675	0	988	183	0	0	1	0	6	0	0	0	4775	3089	1208	21	18	0	17
euk_asv58	0	0	0	0	0	0	1	0	0	1	1	118	37	252	1403	19	22	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	137	0	504	0	0	0	0	0	0	0	0	4	2	1	0	0	0	1332	0	0	1	0	0	0	0	0	2	722	1690	28	2	0	0	0	0	0	2	0	0	0	659	131	603	0	33	42	0	0	4070	2096	6814	1222	156	19	0	30	13	0	0	0	0	0
euk_asv59	0	0	0	0	0	0	0	48	0	0	125	19	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	11	26	13	13	53715	4	12	11	9	23	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
euk_asv60	64	241	374	200	27	19	2	3	0	1	0	8	2	1	3	12	55	495	94	4417	8228	10844	5289	1301	2562	1575	688	365	67	88	167	123	0	102	414	0	1	4	0	67	89	54	164	103	857	723	604	897	2368	1405	549	1323	1	1	0	1	1	1	1	3	1	0	2	1	91	1409	107	172	319	3	1983	1720	183	903	777	2916	5925	461	1	248	3	2	168	99	0	0	1	10	78	570	2050	4166	150	3019	6363	512	609
euk_asv61	154	8	6	57	0	0	0	3	0	0	0	0	3	0	9	8	32	16	1	59	93	155	772	2037	72121	3961	2418	298	192	130	286	133	1	18	0	2	8	57	14	2	33	129	656	132	532	2624	1224	232	236	152	18	1	2	0	0	1	1	0	2	1	0	0	201	0	96	438	396	647	0	15	459	280	353	520	2736	1452	253	0	0	0	0	0	0	0	0	2	0	0	0	77	152	29	389	426	188	351	239
euk_asv62	46	0	480	649	95	0	35	0	0	0	0	121	0	0	0	0	0	0	0	0	0	20	23	372	2646	7920	239	82	26	2	2	0	0	3	0	2	0	23	0	79	46	64	71	143	197	1174	8230	10397	887	85	441	467	1	1	0	4	0	0	2	4	2	0	5	6	2	3	4	93	554	0	1482	1414	674	202	3551	1526	845	49	0	0	1	0	0	0	0	0	0	0	0	0	0	145	103	22	1456	33	379
euk_asv63	20	6	2	78	0	0	0	0	0	0	0	0	0	0	0	0	1	1	21	0	0	16	1634	3036	6930	42652	6885	10	8	7	9	8	4	5	6	5	773	0	1	1	3	38	409	342	598	351	972	482	1149	244	48	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	2	0	0	24	8	229	436	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	193	4	88	1426
euk_asv64	1086	75	363	194	33	111	1	0	0	2	0	0	1	177	1	17	39	63	391	62	315	137	75	45	246	104	1245	183	3	1	1	0	0	0	2	0	1	0	1	103	227	153	133	133	70	75	20	61	0	1	117	844	6	2	0	0	0	0	0	2	3	0	0	1	19	156	523	359	513	151	61	1038	166	187	362	488	421	271	1	366	1	2	0	0	0	0	0	0	9	70	418	190	0	53	19	0	1
euk_asv65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
euk_asv66	24	395	56	91	42	121	224	691	0	1	128	167	203	120	1	1	25	108	3	63	66	399	295	20	199	303	451	49	0	44	87	54	0	77	147	91	128	45	0	10	13	5	45	153	6	5	0	23	1015	233	0	0	0	1021	1568	1	0	3	0	464	2494	1895	223	13	355	1681	30	12	30	35	134	6137	36	80	265	480	984	506	1086	430	196	467	762	785	6	240	13	32	5	3555	152	96	5	1435	188	13	42
euk_asv67	0	1	1	0	10	5023	0	0	0	0	0	137	3	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	697	109	0	0	0	0	0	0	0	0	0	0	98	0	1	0	0	0	0	0	0	0	1	0	297	188	2013	0	856	0	4782	14	0	115	1	0	0	0	1	0	0	0	0	0	0	0
euk_asv68	28	3	18	10	143	0	0	0	1	0	0	0	0	0	0	3	65	31	639	65	322	260	1674	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	131	185	174	130	210	47	11	0	1	0	1	1	4	0	4	0	0	1	1	0	5	1	110	0	0	1	84	0	488	711	79	79	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	1	493
euk_asv69	0	0	0	0	0	0	1	0	0	0	0	0	477	125	48	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	1	0	0	0	0	8	0	4	1	3	1	0	0	1	0	307	928	1	6	4	0	2	0	2	2	2	0	0	357	387	1186	0	0	0	0	0	799	362	1873	161	128	0	6	0	0	0	1	0	0	0
euk_asv70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	131	17	100	52	0	49	95	3298	260	359	180	125	186	1	38	0	19	6572	1	38	61	2002	4	38
euk_asv71	38	3	60	157	4	0	1	4	0	2	0	2	2	101	200	200	410	350	8	2	188	852	747	640	133	980	80	1	37	9	14	370	0	1	1	528	376	5323	234	6	45	287	759	17812	1700	286	4863	596	486	261	5	46	0	1	0	1	1	1	1	0	0	1	3	747	2053	2074	32	280	0	1	1	79	313	45	2	43	243	166	2	1	2	2	212	14	1	1	18	14	60	143	255	56	0	46	28	9	42
euk_asv72	0	0	0	0	20	0	114	142	177	108	169	5407	951	2265	124	3	3	8	170	6	1	33	21	1	1	2	2	68	198	87	207	891	1	188	274	168	236	73	0	0	8	0	0	0	0	274	1	0	0	3	1	1	2	0	624	0	5734	0	19	5	996	618	1	265	2	121	1061	46	3567	100	0	8	2	4	0	1	0	1	135	912	51	355	302	965	10	38	0	0	0	0	84	2	229	8	45	0	0
euk_asv73	469	188	629	484	78	195	231	0	0	0	0	0	0	0	5	93	495	1255	33	697	1128	768	542	87	2223	963	1354	143	25	0	1	0	2	0	0	120	0	0	0	427	106	41	130	258	224	304	86	49	1141	677	318	268	768	0	523	1	3	4	1	0	1	0	0	0	5179	2141	578	646	3218	1118	470	425	1021	1261	1382	1445	2161	303	43	5	2	4	7	12	7	7	3	34	252	4825	5179	356	155	450	206	117	467
euk_asv74	190	6	4	1	1	4	57	0	2	442	204	1323	22	566	5	16	14	19	17	0	3	17	4	1	50	2	22	8	20	131	47	401	1	359	472	328	698	295	10	56	9	1	12	59	0	14	5	7	30	1	4	3	1	0	2	0	1	0	2	0	1	0	0	744	2	40	19	2	223	21	2	10	8	4	0	7	3	37	220	391	19	1335	334	359	309	16	18	48	6	3	0	2	8	236	5	0	3
euk_asv75	81	370	644	243	0	206	91	0	0	0	5	374	2	115	2	1	23	37	72	1239	1983	430	291	371	618	37	510	7	11	34	1	53	0	3	239	0	0	0	40	509	197	10	17	174	117	175	97	12	531	64	309	1258	1376	0	975	0	1	0	0	0	1	0	0	58	0	224	197	1255	1505	136	2637	808	367	547	218	437	1059	223	101	410	128	849	88	19	147	41	0	1	7	25	128	233	319	2241	1188	745	231
euk_asv76	16	0	0	0	0	0	2	1073	2	0	1	177	302	0	1	200	149	62	80	16	0	2	14	0	15	5	2	2	0	2	98	591	1	301	880	77	439	613	154	237	0	9	30	25	8	4	17	5	1	0	3	0	2	0	282	1	1	4	2	1513	2152	1525	1979	524	24	1	230	22	51	7	1	12	0	1	0	0	0	51	14	1449	100	3	0	1	0	73	48	31	411	186	90	27	253	27	1	0	82
euk_asv77	7	0	17	4	1699	4299	1001	2533	266	308	363	3	1696	301	13	2	2	2	10	2	1	2	5	59	6041	3627	2001	895	86	80	448	257	2	72	1243	2	2	4	0	4	0	2	2	3	1	2	12	46	2	397	3	1	1636	7500	731	0	0	1	0	0	5	4	4	8	0	1	14	4	24	425	0	1	0	485	678	546	3460	60	1378	25	1	5	1	1208	1	5	0	0	0	4	1	0	174	1	2	7	292
euk_asv78	817	265	40	57	147	166	456	1	231	87	64	181	282	114	3	10	114	358	6	18	12	221	121	19	35	116	840	234	127	38	11	2	0	1	0	27	0	2	0	12	0	0	45	67	17	45	24	107	927	1476	736	24	0	0	1	0	0	2	81	0	1	0	14	9	4	204	83	1	543	18	106	137	197	1124	1324	1356	4357	1371	1332	2471	312	245	164	240	13	75	14	29	0	78	11	1	36	21	23	7	343
euk_asv79	0	2	0	0	0	0	2	409	115	0	0	0	205	0	0	0	3	45	33	2	1	1	1	0	0	7	2	0	1	24	56	17	0	0	97	122	0	0	0	9	44	119	40	10	3	2	68	2	5	0	0	0	178	0	0	0	2	1	0	1	3	1	2	2	3	0	42	21	212	2	2	4	3	1	17	91	372	210	2072	1237	434	1262	2992	1538	931	302	16	0	0	5	1625	35	20	0	0	0	0
euk_asv80	15	129	3436	5589	1043	1201	1	4	0	1	1	0	0	1	3	0	65	1	1	0	554	51	2317	2628	331	3098	174	3	85	6	0	0	1	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	1	2	29	0	0	0	0	0	0	0	1	0	489	211	0	274	4495	4312	12	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	13525	7023	5075
euk_asv81	98	46	80	41	85	473	352	78	258	378	147	1544	421	611	26	1	124	197	19	201	2153	124	251	48	516	50	134	57	11	14	17	14	0	0	0	0	71	123	0	81	2	0	5	141	37	22	19697	247	100	192	0	3	0	2	572	3	2	0	0	0	2	0	5	1	22	290	111	51	71	7	21	21	16	60	402	237	338	76	7	423	3	250	366	19	0	89	3	0	34	748	283	159	83	185	3	27	77
euk_asv82	49	168	66	16	152	143	753	681	532	339	1	0	1	1	0	1	2	15	0	0	2	17	27	112	2802	1647	40863	485	1247	806	2306	352	4	471	111	74	83	70	14	5	103	82	41	55	2	0	87	318	181	43	89	1	0	0	869	0	0	2	0	1547	0	0	0	64	0	1544	8	1	45	126	44	7	11	282	375	339	49	209	53	0	0	20	0	0	0	0	0	1	0	1	4	0	69	12	151	86	158
euk_asv83	0	0	0	0	0	0	0	0	0	0	0	375	0	0	1	0	0	0	0	6	2	3	2	1	47	0	0	0	220	79	79	392	0	0	0	107	0	400	0	1	56	3176	1357	93	25	1	27	0	3	0	2	1	4	0	6	0	2	2	1	0	0	1	2	0	3	3	8	31	774	0	2	68	8	49	0	0	379	73	0	253	0	628	499	254	179	27	0	1	0	135	296	214	316	28	0	0	1
euk_asv85	143	39	54	56	155	45	299	1	0	972	385	156	590	103	205	32	151	203	590	150	40	212	152	30	199	41	406	272	1	3	459	522	0	280	0	0	490	0	29	50	39	23	31	109	67	32	809	47	155	0	19	0	1	0	0	0	6	11	199	0	2	1	0	92	5	276	378	15	629	779	56	63	180	587	1089	1263	2609	295	158	1382	182	171	0	124	1	39	20	20	76	262	602	1260	516	102	57	23	172
euk_asv86	0	0	0	0	0	0	105	0	0	143	0	1274	138	446	0	1	0	1	0	0	0	0	0	1	0	0	0	2	12	78	185	490	0	91	0	92	298	26	0	0	0	0	0	0	0	0	0	0	0	0	1018	0	0	0	862	0	0	0	1	0	3597	0	0	3	0	42	0	0	2	0	1	0	0	3	1	8	1	0	357	1191	147	1234	703	183	569	55	1	0	0	4	0	5	0	7	0	0	0
euk_asv87	2	0	2	0	5	435	1287	234	830	647	38	817	56	163	0	0	1	0	0	2	1	0	0	4	52	0	195	126	713	70	56	233	1	10	1	81	102	59	0	0	0	7	0	0	0	0	4	4	17	1	1	0	0	0	212	0	0	0	1	1	0	0	180	0	0	13	3	0	47	9	0	0	0	38	60	156	535	375	372	2329	389	4793	1037	798	193	162	0	5	0	1	0	0	0	0	1	0	9
euk_asv88	11	1	4	1	44	254	2	218	1	30	49	3006	588	2	5	36	511	210	216	219	8	141	9	7	432	201	303	127	201	44	413	33	0	20	192	137	92	33	1	2	0	3	86	70	44	19	113	28	98	4	2	0	1	0	642	1	2	4	0	1	502	2	11	553	3	463	23	0	1148	793	3	8	4	137	69	47	2354	2	36	25	0	442	281	32	0	0	76	15	6	9	898	24	419	2	10	14	143
euk_asv89	72	16	116	242	77	26	126	1027	132	1175	33	1599	443	635	73	91	155	65	33	13	99	164	71	23	761	725	317	6	170	51	280	64	2	39	13	177	284	115	11	168	0	47	1	21	33	51	84	98	152	135	6	0	2	7	1	4	35	13	8169	2	2	8	248	246	14	195	24	66	184	150	30	95	102	140	489	446	39	8	25	1116	0	923	377	243	24	28	17	105	226	172	581	64	21	288	131	47	87
euk_asv90	0	0	17	1	0	0	0	0	0	0	1	1937	0	0	0	0	10	45	210	3	6	18	8	0	1	0	0	0	0	0	0	1	0	236	0	154	0	1	3	24	3197	1918	41	12	0	0	1	0	2	0	2	0	2	0	1	0	1	1	6	1	2	0	2	1	1067	9	7933	704	1370	67	25	2	3	0	1	0	0	0	0	0	0	0	84	0	0	0	0	0	8	7	179	14	0	2	62	0	39
euk_asv91	18	4	0	0	0	0	0	3984	0	0	0	0	0	0	0	0	0	18	253	2	2	4	0	2	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	7	4049	2235	25	122	35	0	0	0	0	1	0	1	1	0	0	0	2	0	0	0	0	0	0	1	490	0	1147	0	132	0	21	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	99	0	11673	0	0	0	0	0	0
euk_asv92	18	14	2	21	3	3	1	0	0	0	0	1030	158	0	1	1	11	64	297	165	221	67	42	45	206	28	268	29	198	134	165	555	2	656	315	297	147	23	2	32	379	1385	1588	5159	643	498	162	94	20	249	1	2789	0	0	1	2	0	3	2	0	5	1	0	0	41	494	1205	858	1860	295	188	179	341	86	320	100	171	334	404	150	0	241	600	3	0	11	0	5	0	25	980	254	673	579	72	44	32
euk_asv93	0	0	0	1550	2594	1776	10	0	0	949	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	14616	34	4	2	4	6	4	1	4	3	7	0	0	0	0	0	0	0	1	0	0	0	0	0	3202	6232	1122	1	1	0	0	0	6	2	1	0	1	0	0	0	1	1	3	0	1	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
euk_asv94	27	5	51	94	162	25	59	0	1	121	1	319	51	22	126	108	744	896	2	33	58	1125	228	2	654	358	541	0	14	0	203	22	0	0	50	108	178	483	5	78	14	7	69	211	60	18	86	117	367	224	470	0	0	1	399	0	9	0	2	0	0	0	1268	1790	7694	1795	25	62	89	48	6	1099	1262	52	129	55	324	101	7	287	16	3	2	1	0	97	142	310	118	2876	605	2	15	215	98	11	65
euk_asv95	0	0	0	0	0	0	0	0	0	0	8	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	103	265	7	0	57	411	287	49	7	880	2740	105	414	0	7	0	11	4142	2	209	921	4406	23849	3151
euk_asv96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	36	3499	0	0	0	0	0	1	0	4	12	19	0	30	37	0	0	0	0	1	0	19	557	45	44618	98	65	6	17	12	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	89	35	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0
euk_asv97	0	1	0	0	0	0	0	0	0	0	0	149	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	756	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0
euk_asv98	0	0	0	0	0	0	0	0	1	0	0	0	0	49	215	903	0	1	0	0	0	0	0	2	2	0	0	1	0	1	0	26	0	81	1	0	621	565	92	455	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	14	0	108	16	0	1	0	3	0	0	0	0	0	0
euk_asv99	144	308	87	246	24	15	47	0	0	1	0	0	0	0	1	0	0	25	0	6	71	25	723	1441	1550	458	351	72	90	301	48	1204	1	1	0	59	79	43	70	67	29	140	195	104	173	8	947	386	871	100	10	0	0	0	1	0	1	0	1	0	1	0	116	0	0	32	0	35	1	54	139	95	24	396	212	479	654	111	6	2	2	0	0	2	1	2	48	30	393	274	4317	937	1192	16372	5692	4125	2939
euk_asv100	128	38	56	67	33	0	0	0	139	96	183	293	0	14	33	0	0	0	0	1	1	22	40	141	712	64	3513	295	106	1	95	0	1	68	1	1	1	0	0	0	0	0	0	0	0	0	1	0	281	1493	347	359	2088	1	1297	0	1248	2	83	1	1	1	0	2	0	0	21	41	97	223	237	12	0	109	1671	1815	6855	98	1308	611	56	4372	201	236	2356	0	0	0	0	0	27	0	202	0	615	536	955
euk_asv101	37	54	2	51	194	3	0	0	0	88	58	23	0	281	0	0	0	0	48	47	0	164	125	296	1726	454	1554	477	123	4	231	1	0	0	1	0	2	1	139	47	125	0	34	327	2	33	158	39	357	3415	1	713	2	0	1	1	0	0	0	1	4	0	0	298	0	4	0	1	1	0	0	1	3	430	1918	251	1801	677	2636	2303	52	3	0	3	1	34	0	0	459	0	651	83	991	1466	195	373	453
euk_asv102	0	2	0	46	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	45	361	0	2	151	571	979	750	486	3509	0	0	1	0	8	1	2	0	2	0	0	0	0	3	1507	2526	1522	0	843	1047	1264	5	0	0	0	0	2	0	4	0	1	1	0	0	0	1	2	0	1	0	0	291	342	6555	70	962	1924	115	2007	3	0	2	1	524	0	0	0	1	0	2	0	0	8	0	1
euk_asv103	232	55	71	24	49	202	785	1	0	45	81	273	66	262	22	14	219	268	0	24	32	108	200	8	134	264	926	225	90	140	173	97	0	37	142	106	188	122	0	63	39	20	22	132	30	351	7	13	252	152	243	37	0	1	295	0	1	6	2	1	1	1	325	11	652	557	105	42	314	984	221	341	699	22	63	102	1259	275	392	2544	58	437	301	176	19	272	19	0	3	78	13	1	36	416	32	0	20
euk_asv104	250	83	32	20	46	115	172	0	170	0	160	1954	112	494	0	2	42	123	17	6	59	35	33	22	204	44	106	107	301	54	92	273	0	95	1	76	317	26	2	42	10	96	66	145	37	458	3	4	114	587	1	0	1	0	190	0	2	1	1004	686	0	0	4	52	0	194	61	19	407	16	42	53	456	38	43	127	775	224	181	4904	136	543	554	1350	199	349	35	5	6	296	17	28	26	127	103	5	35
euk_asv105	0	0	1	0	66	987	677	871	851	263	831	661	833	49	106	10	23	20	1	2	0	0	0	1	0	1	111	116	286	40	80	353	0	2	443	260	577	245	5	44	42	15	0	2	0	0	0	0	5	0	1	0	1332	0	0	0	4930	0	0	0	0	0	763	284	4	26	68	0	0	111	2	0	1	72	1	185	105	202	1185	230	451	66	189	654	0	246	22	26	101	0	122	12	33	0	0	0	24
euk_asv106	663	213	2	6	0	0	0	0	0	0	0	0	0	0	0	0	45	477	341	446	58	173	2	6	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	48	231	42	10	15	3	20	2	7	78	185	0	1	0	0	1	5	1	1	0	1	1	0	368	5817	2196	1960	308	2	207	86	927	327	8	4	455	0	0	0	0	0	0	0	0	0	3	0	0	52	32	2154	1597	103	112	194	27	236	87
euk_asv107	85	3	0	0	69	254	0	0	0	1	0	0	0	293	0	2	1	2	2266	1412	400	1278	547	4	17	193	1217	0	0	15	1	0	0	0	0	0	27	23	0	0	48	193	385	1104	1469	330	1687	35	0	0	0	686	2	0	1439	0	0	0	0	0	5	0	0	0	68	37	2107	1	3699	26	15	0	100	340	303	471	1270	237	276	268	15	153	0	90	2	11	13	43	120	0	159	18	255	0	17	209	210
euk_asv108	24	1	1	0	1	5	0	0	0	1	1	1	2	0	1	0	5	0	2776	465	108	572	188	7	105	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	159	344	2868	582	9	108	652	8	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	423	321	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	254	0	0
euk_asv109	5	10	108	6	32	0	43	302	283	0	15	0	59	97	42	5	53	44	2	8	6	8	7	27	10	8	423	257	402	98	383	1	0	534	1	0	1	95	70	103	151	142	62	4	25	45	43	3	91	773	673	462	2	3	353	0	0	0	3	0	0	0	0	621	14	122	284	6	3090	475	71	44	75	72	1038	332	1241	99	27	1695	0	295	3	34	266	2	0	10	85	59	157	53	43	4	58	160	74
euk_asv110	127	178	79	100	12	134	92	135	2	1	25	56	1	0	45	76	386	60	182	75	9	126	22	0	0	14	400	3	0	0	0	2	0	0	0	0	0	26	8	195	9	4	129	90	7	5	0	4	227	0	0	0	0	0	1	1	4	4	0	0	0	1	96	2766	572	677	136	1018	64	96	121	185	168	580	370	942	4025	901	650	174	13	182	248	0	0	4	4	56	92	404	1079	33	0	925	111	0	125
euk_asv111	92	71	1	4	0	0	0	0	0	0	0	0	1	1	0	0	0	7	55	25	37	10	13	72	1678	0	313	1	0	0	0	0	0	0	1	0	0	0	0	12	7	300	0	28	11	6	0	38	0	0	71	2	2	1	0	0	0	0	0	0	0	0	0	0	90	160	0	4	0	70	0	65	1	1	1	3	0	0	1	1	0	1	0	0	0	0	0	0	26	0	0	0	36	80	0	43	0
euk_asv112	0	0	0	1	0	128	279	0	0	0	0	242	478	0	47	20	0	0	25	3	1	13	1	5	107	264	677	281	146	146	88	114	2	1	1	42	1	0	0	26	7	0	127	731	106	41	61	402	64	2	650	0	2	0	3	0	0	0	0	1	575	1	3	0	0	3	0	1	1	300	33	1	0	46	312	1625	7766	1502	240	2816	6	344	111	150	74	824	17	4	0	0	0	356	1	13	0	34	167
euk_asv113	337	555	91	12	27	177	17	5	1	0	12	0	3	73	4	0	0	43	7	79	658	466	315	45	975	212	206	147	45	163	124	144	0	0	14	0	2	76	1	0	1	18	40	874	113	577	212	419	323	572	42	2	159	2	262	1	5	4	1	0	2	0	1	2	4	44	246	141	913	265	113	250	1127	143	131	259	478	337	48	1982	85	249	7	71	2	53	13	10	14	62	61	32	137	393	159	16	83
euk_asv114	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	12	27	3971	2800	98	6	570	455	2	60	48	53	29	35	12	50	96	0	9	0	121	177	5929	18257	989	90	55	57	19	4	4	266	1	5	7	5	2	0	0	1	0	1	1	4	10	0	0	0	0	0	0	9	6	0	95	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	82	24	9	14	0	2	0	3	0
euk_asv115	26	112	686	375	11	18	0	0	0	1	2	0	1	1	144	123	283	238	109	369	91	484	159	61	140	19	4	24	6	44	194	198	0	69	98	0	48	127	210	2579	911	969	4636	470	355	46	85	1	64	26	511	0	1	0	0	0	1	0	1	0	1	0	320	313	1038	1418	865	833	336	51	164	2	2	361	371	192	67	0	0	15	2	1	140	3	0	1	53	54	25	55	8590	2699	3741	47	64	514	32
