ASV_name	Kingdom	Phylum	Class	Order	Family	Genus
prok_asv9584	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae uc
prok_asv9585	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
prok_asv9586	Bacteria	Chloroflexi	Dehalococcoidia	SAR202	SAR202 uc	SAR202 uc
prok_asv9587	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea
prok_asv9588	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
prok_asv9589	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
prok_asv9590	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrionaceae uc
prok_asv9591	Bacteria	Planctomycetota	Pla3_lineage	Pla3_lineage uc	Pla3_lineage uc	Pla3_lineage uc
prok_asv9592	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
prok_asv9593	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
prok_asv9594	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	Woesearchaeales uc	Woesearchaeales uc
prok_asv9595	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae uc
prok_asv9596	Bacteria	Planctomycetota	Pla3_lineage	Pla3_lineage uc	Pla3_lineage uc	Pla3_lineage uc
prok_asv9597	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
prok_asv9598	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	67-14 uc
prok_asv9599	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996
prok_asv9600	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales uc	Oligoflexales uc
prok_asv9601	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9602	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacterales uc	Enterobacterales uc
prok_asv9603	Bacteria	Planctomycetota	Phycisphaerae	C86	C86 uc	C86 uc
prok_asv9604	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinales uc	Actinomarinales uc
prok_asv9605	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinales uc	Actinomarinales uc
prok_asv9606	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae uc
prok_asv9607	Bacteria	SAR324	SAR324 uc	SAR324 uc	SAR324 uc	SAR324 uc
prok_asv9608	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9609	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
prok_asv9610	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
prok_asv9611	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Microscillaceae uc
prok_asv9612	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
prok_asv9613	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9614	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
prok_asv9615	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Actibacter
prok_asv9616	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
prok_asv9617	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae uc
prok_asv9618	Bacteria	Proteobacteria	Gammaproteobacteria	Tenderiales	Tenderiaceae	Cand_Tenderia
prok_asv9619	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
prok_asv9620	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutimonas
prok_asv9621	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
prok_asv9622	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
prok_asv9623	Bacteria	Planctomycetota	Planctomycetota uc	Planctomycetota uc	Planctomycetota uc	Planctomycetota uc
prok_asv9624	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus
prok_asv9626	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia
prok_asv9627	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
prok_asv9628	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenales uc	Ardenticatenales uc
prok_asv9629	Bacteria	Margulisbacteria	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc
prok_asv9630	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9	NS9 uc
prok_asv9631	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Portibacter
prok_asv9632	Bacteria	Proteobacteria	Gammaproteobacteria	SS1-B-07-19	SS1-B-07-19 uc	SS1-B-07-19 uc
prok_asv9633	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
prok_asv9634	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales uc	Defluviicoccales uc
prok_asv9635	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9636	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
prok_asv9637	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Octadecabacter
prok_asv9638	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
prok_asv9639	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9640	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae uc
prok_asv9641	Bacteria	PAUC34f	PAUC34f uc	PAUC34f uc	PAUC34f uc	PAUC34f uc
prok_asv9642	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 uc	SAR11 uc
prok_asv9643	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996
prok_asv9644	Bacteria	Proteobacteria	Alphaproteobacteria	AT-s3-44	AT-s3-44 uc	AT-s3-44 uc
prok_asv9645	Bacteria	Margulisbacteria	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc
prok_asv9646	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
prok_asv9647	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rubritepida
prok_asv9648	Bacteria	Gemmatimonadota	PAUC43f_marine_benthic_group	PAUC43f_marine_benthic_group uc	PAUC43f_marine_benthic_group uc	PAUC43f_marine_benthic_group uc
prok_asv9649	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	SG8-4 uc
prok_asv9650	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family uc
prok_asv9651	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
prok_asv9652	Bacteria	Chloroflexi	JG30-KF-CM66	JG30-KF-CM66 uc	JG30-KF-CM66 uc	JG30-KF-CM66 uc
prok_asv9653	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
prok_asv9654	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9655	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Cand_Omnitrophus
prok_asv9656	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwelliaceae uc
prok_asv9657	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae uc
prok_asv9658	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum
prok_asv9659	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04
prok_asv9660	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9	NS9 uc
prok_asv9662	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9663	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Diplosphaera
prok_asv9664	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
prok_asv9665	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsiaceae uc
prok_asv9666	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7	NS7 uc
prok_asv9667	Bacteria	Nitrospinota	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
prok_asv9668	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128
prok_asv9669	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
prok_asv9670	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
prok_asv9671	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9672	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
prok_asv9673	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae uc
prok_asv9674	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria uc	Alphaproteobacteria uc	Alphaproteobacteria uc
prok_asv9675	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
prok_asv9678	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae uc
prok_asv9679	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
prok_asv9680	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaetaceae uc
prok_asv9681	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9682	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella
prok_asv9683	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionellaceae uc
prok_asv9684	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9685	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9686	Bacteria	Campilobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacteraceae uc
prok_asv9687	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
prok_asv9688	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9689	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9690	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
prok_asv9691	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
prok_asv9692	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family uc
prok_asv9693	Bacteria	Planctomycetota	OM190	OM190 uc	OM190 uc	OM190 uc
prok_asv9694	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9695	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	Oceanicoccus
prok_asv9696	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter
prok_asv9697	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexales uc	Oligoflexales uc
prok_asv9698	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
prok_asv9699	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
prok_asv9700	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia uc	Dehalococcoidia uc	Dehalococcoidia uc
prok_asv9701	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
prok_asv9702	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9703	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinales uc	Actinomarinales uc
prok_asv9704	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudorhodobacter
prok_asv9705	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Marixanthomonas
prok_asv9706	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9707	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopelagicus
prok_asv9708	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
prok_asv9709	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter
prok_asv9710	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae uc
prok_asv9711	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1	PS1 uc
prok_asv9712	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia
prok_asv9713	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86	SAR86 uc	SAR86 uc
prok_asv9714	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopelagicus
prok_asv9715	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesiaceae uc
prok_asv9717	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae uc
prok_asv9719	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae uc
prok_asv9720	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Bacteriovoracaceae uc
prok_asv9721	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9722	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43
prok_asv9723	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
prok_asv9724	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium
prok_asv9725	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
prok_asv9726	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	S25-593	S25-593 uc
prok_asv9727	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccales uc	Defluviicoccales uc
prok_asv9728	Bacteria	Margulisbacteria	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc
prok_asv9729	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
prok_asv9730	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9731	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27
prok_asv9732	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
prok_asv9733	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
prok_asv9734	Bacteria	Chloroflexi	Dehalococcoidia	SAR202	SAR202 uc	SAR202 uc
prok_asv9735	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinales uc	Actinomarinales uc
prok_asv9736	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella
prok_asv9738	Bacteria	Chloroflexi	Dehalococcoidia	SAR202	SAR202 uc	SAR202 uc
prok_asv9739	Bacteria	Margulisbacteria	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc
prok_asv9740	Bacteria	Proteobacteria	Gammaproteobacteria	OM182	OM182 uc	OM182 uc
prok_asv9742	Bacteria	Latescibacterota	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc	Latescibacterota uc
prok_asv9743	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
prok_asv9744	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halioglobus
prok_asv9745	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Intrasporangiaceae uc
prok_asv9746	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopumilus
prok_asv9747	Bacteria	Planctomycetota	BD7-11	BD7-11 uc	BD7-11 uc	BD7-11 uc
prok_asv9748	Bacteria	Margulisbacteria	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc	Margulisbacteria uc
prok_asv9749	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae uc
prok_asv9750	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopumilus
prok_asv9751	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
prok_asv9752	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
prok_asv9753	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Pseudahrensia
prok_asv9754	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9755	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseovarius
prok_asv9756	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
prok_asv9757	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriales uc	Flavobacteriales uc
prok_asv9758	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium
prok_asv9759	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium
prok_asv9760	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
prok_asv9761	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus
prok_asv9762	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
prok_asv9763	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria uc	Alphaproteobacteria uc	Alphaproteobacteria uc
prok_asv9764	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	BD7-8 uc	BD7-8 uc
prok_asv9765	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter
prok_asv9766	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella
prok_asv9767	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
prok_asv9768	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillospiraceae uc
prok_asv9769	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Cand_Megaira
prok_asv9770	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagales uc	Chitinophagales uc
prok_asv9771	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5
prok_asv9772	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadales uc	Kordiimonadales uc
prok_asv9773	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
prok_asv9774	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
prok_asv9775	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	SEEP-SRB1
prok_asv9777	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola
prok_asv9778	Bacteria	NB1-j	NB1-j uc	NB1-j uc	NB1-j uc	NB1-j uc
prok_asv9779	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
prok_asv9780	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae uc
prok_asv9781	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae uc
prok_asv9783	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliales uc	Babeliales uc
prok_asv9784	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Saprospiraceae uc
prok_asv9785	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella
prok_asv9786	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
prok_asv9788	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
prok_asv9789	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9790	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
prok_asv9791	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria uc	Alphaproteobacteria uc	Alphaproteobacteria uc
prok_asv9793	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
prok_asv9794	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
prok_asv9795	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Cand_Megaira
prok_asv9796	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	PB19 uc	PB19 uc
prok_asv9797	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9798	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 Clade II	SAR11 Clade II uc
prok_asv9799	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria uc	Gammaproteobacteria uc	Gammaproteobacteria uc
prok_asv9800	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	AEGEAN-169	AEGEAN-169 uc
prok_asv9801	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionellaceae uc
prok_asv9802	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Cand_Endoecteinascidia
prok_asv9803	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
prok_asv9804	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae uc
prok_asv9805	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family uc
prok_asv9806	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
prok_asv9807	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae uc
prok_asv9808	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
prok_asv9809	Bacteria	Acidobacteriota	Subgroup_26	Subgroup_26 uc	Subgroup_26 uc	Subgroup_26 uc
prok_asv9810	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)
prok_asv9811	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
prok_asv9812	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisellaceae uc
prok_asv9813	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	KD3-93 uc
prok_asv9814	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae uc
prok_asv9815	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Methylophagaceae	Methylophagaceae uc
prok_asv9816	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Cand_Nitrosopumilus
prok_asv9817	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11	SAR11 uc	SAR11 uc
prok_asv9818	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Mitochondria uc
prok_asv9819	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
prok_asv9820	Bacteria	Marinimicrobia_SAR406	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc	Marinimicrobia_SAR406 uc
prok_asv9821	Bacteria	Proteobacteria	Proteobacteria uc	Proteobacteria uc	Proteobacteria uc	Proteobacteria uc
prok_asv9822	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4_lineage
